name,stage,amount_raised,current_investors,investment_sector,geography,date,website,Funding Announcment,ctvc_link
Pexapark,Series B,6700000,BayWa r.e. Energy Ventures; RP Global; Encavis,"Energy, Power & Storage",Zurich,06-Jul-20,pexapark.com,,https://www.ctvc.co//house-dems-turn-up-the-heat/
Boost Biomes,Series A,5000000,Yara International; Viking Global Investors; Y Combinator,"Food, Agriculture & Forestry","San Francisco, CA",06-Jul-20,boostbiomes.com,,https://www.ctvc.co//house-dems-turn-up-the-heat/
Outstanding Foods,Undisclosed,5000000,SternAegis Ventures; LA Laker JaVale McGee,"Food, Agriculture & Forestry","Los Angeles, CA",06-Jul-20,outstandingfoods.com,,https://www.ctvc.co//house-dems-turn-up-the-heat/
Yulu,Undisclosed,3900000,Rocketship.vc,Transportation & Mobility,India,06-Jul-20,yulu.bike,,https://www.ctvc.co//house-dems-turn-up-the-heat/
CoInspect,Seed,4000000,,"Food, Agriculture & Forestry","San Francisco, CA",06-Jul-20,coinspectator.com,,https://www.ctvc.co//house-dems-turn-up-the-heat/
TurtleTree Labs,Seed,3200000,Green Monday Ventures; KBW Ventures,"Food, Agriculture & Forestry",Singapore,06-Jul-20,,,https://www.ctvc.co//house-dems-turn-up-the-heat/
NUMiX Materials,Undisclosed,,,Industrial Processes & Management,"Chicago, IL",06-Jul-20,,,https://www.ctvc.co//house-dems-turn-up-the-heat/
Rivian,Undisclosed,2500000000,T. Rowe Price; Soros Fund Management; Fidelity; Baron Capital; Amazon; BlackRock,Transportation & Mobility,"Plymouth, MI",13-Jul-20,rivian.com,https://rivian.com/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Perfect Day,Series C,160000000,Canada Pension Plan Investment Board,"Food, Agriculture & Forestry","Emeryville, CA",13-Jul-20,perfectday.com,https://www.perfectdayfoods.com/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Karma Automotive,Undisclosed,100000000,None,Transportation & Mobility,"Hangzhou, China",13-Jul-20,karmaautomotive.com,https://www.karmaautomotive.com/?ref=ctvc.co#today,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Fisker,Series C,50000000,Moore Strategic Ventures,Transportation & Mobility,"Los Angeles, CA",13-Jul-20,fiskerinc.com,https://www.fiskerinc.com/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Natron Energy,Series D,35000000,ABB Technology Venture; Volta Energy Technologies; Chevron Technology Ventures; Khosla Ventures; Prelude Ventures,"Energy, Power & Storage","Santa Clara, CA",13-Jul-20,natron.energy,https://natron.energy/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Solugen,Series B,30000000,Refactor Capital; Founders Fund; Knollwood Investment Advisory; Valor Equity; LowerCarbon; Box Group; AeraVC; YC,Industrial Processes & Management,"Houston, TX",13-Jul-20,solugen.com,https://www.solugentech.com/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Upward Farms,Undisclosed,15000000,Prime Movers Lab,"Food, Agriculture & Forestry","Brooklyn, NY",13-Jul-20,upwardfarms.com,https://eatupwardfarms.com/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
E-peas,Undisclosed,9000000,Partech; Airbus Ventures; KBC Focus Fund; Other investors,"Energy, Power & Storage",Belgium,13-Jul-20,epeaswitzerland.com,https://e-peas.com/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Nuggs,Undisclosed,4000000,Lerer Hippeau; AgFunder; Alexis Ohanian; Walter Robb; Jasmine Tookes,"Food, Agriculture & Forestry",NYC,13-Jul-20,nuggsicecream.com,https://eatnuggs.com/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Replenysh,Undisclosed,2000000,Kindred Ventures; Floodgate Fund; 122WEST,"Waste, Plastic & Recycling","Orange County, CA",13-Jul-20,replenysh.com,https://replenysh.com/?ref=ctvc.co,https://www.ctvc.co//a-bright-acquisition-sunrun-buys/
Oatly,Undisclosed,200000000,The Blackstone Group; Howard Schultz; Oprah Winfrey; Roc Nation; Natalie Portman; Orkila Capital; Rabo Corporate Investments,"Food, Agriculture & Forestry",Sweden,20-Jul-20,oatly.com,https://www.oatly.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Growers Edge,Series B,49000000,S2G Ventures; Cox Enterprises; Skyline Global Partners,"Food, Agriculture & Forestry","Johnston, Iowa",20-Jul-20,growersedge.com,https://www.growersedge.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Voi Technology,Undisclosed,30000000,VNV Global; earlier investors,Transportation & Mobility,Sweden,20-Jul-20,voi.com,https://www.voiscooters.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Komaza,Series B,28000000,AXA Impact Fund; Novastar Ventures; FMO; Mirova,"Food, Agriculture & Forestry",Kenya,20-Jul-20,komazawa-u.ac.jp,http://www.komaza.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
GoTo Global,Series B,19000000,Adam Neumann; Shagrir Group Vehicle Services,Transportation & Mobility,Israel,20-Jul-20,gotoglobal.com,https://goto.global/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Crisp,Series A,12000000,FirstMark Capital; Spring Capital; Swell Capital,"Food, Agriculture & Forestry",New York,20-Jul-20,crisp.chat,https://www.gocrisp.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Mori,Series A,12000000,Acre Venture Partners; Prelude Ventures; Grantham Environmental Trust; The Engine; Refactor Capital; Closed Loop Partners; Blindspot Ventures; The Fink Family Foundation,"Food, Agriculture & Forestry","Boston, MA",20-Jul-20,moriartiarmaments.com,https://www.mori.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Swiftmile,Undisclosed,5000000,Thayer Ventures; Verizon Ventures; Alumni Ventures Groups; WSGR,Transportation & Mobility,"San Mateo, CA",20-Jul-20,swiftmile.com,https://swiftmile.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Karana,Seed,1700000,Big Idea Ventures; Germi8; individual investors,"Food, Agriculture & Forestry",Singapore,20-Jul-20,eatkarana.com,https://eatkarana.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Blue Sky Analytics,Undisclosed,1200000,Bennett; Rainmatter Capita; Stanford Angels & Entrepreneurs,"Energy, Power & Storage",India,20-Jul-20,blueskyhq.io,https://blueskyhq.in/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Circulor,Undisclosed,,Volvo's VC arm,Industrial Processes & Management,London,20-Jul-20,circulor.com,https://www.circulor.com/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Li Auto,Undisclosed,,,Transportation & Mobility,"Beijing, China",20-Jul-20,lixiang.com,https://www.nytimes.com/reuters/2020/07/11/business/11reuters-li-auto-ipo.html?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
GreenCollar,Undisclosed,,KKR,Other,Australia,20-Jul-20,greencollarcrew.com,https://greencollar.com.au/reef-credits/?ref=ctvc.co,https://www.ctvc.co//biden-announces-2-trillion-to-build/
Xpeng Motors,Series C,500000000,Aspex; Coatue; Hillhouse Capital; Sequoia China,Transportation & Mobility,China,27-Jul-20,,https://en.xiaopeng.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Misfits Market,Series B,85000000,Valor Equity; Greenoaks; Third Kind; Sound Ventures,"Food, Agriculture & Forestry",Philadelphia,27-Jul-20,misfitsmarket.com,https://www.misfitsmarket.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
The Not Company,,85000000,Bezos Expeditions; The Craftory; IndieBio; SOS Ventures,"Food, Agriculture & Forestry",Chile,27-Jul-20,,http://notco.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Taranis,Series C,30000000,Vertex Growth; Orion Fund; Hitachi; Mitsubishi; Finistere,"Food, Agriculture & Forestry",Israel,27-Jul-20,taranis.news,https://taranis.ag/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Cowboy,Series B,26000000,Exor Seeds; HCVC; Isomer Capital; Future Positive Capital; Index Ventures,Transportation & Mobility,Brussels,27-Jul-20,cowboystatedaily.com,https://cowboy.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Afresh Technologies,Series A,12000000,Innovation Endeavors; Food Retail Ventures; Maersk Growth; Impact Engine; Baseline Ventures,"Food, Agriculture & Forestry",San Francisco,27-Jul-20,,https://afreshtechnologies.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Shelf Engine,,12000000,Initialized Capital; GGV; Foundation Capital; Bain Capital; 1984,"Food, Agriculture & Forestry",Seattle,27-Jul-20,shelfengine.com,https://www.shelfengine.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Cooks Venture,Series A,10000000,SJF Ventures; Cultivian Sandbox,"Food, Agriculture & Forestry",New York,27-Jul-20,cooksventure.com,https://cooksventure.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Moixa,,6000000,Itochu,"Energy, Power & Storage",UK,27-Jul-20,moixa.com,https://www.moixa.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Solfácil,Series A,4000000,Valor Capital Group,"Energy, Power & Storage",Brazil,27-Jul-20,solfacil.com.br,https://landing.solfacil.com.br/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Dance,,,BlueYard; Kevin Ryan; Neil Parikh,Transportation & Mobility,Germany,27-Jul-20,dancestudio-pro.com,https://www.dance.co/?ref=producthunt,https://www.ctvc.co//a-super-charged-ev-market/
Station A,,,Renewal Funds; Schneider Electric; Powerhouse Ventures,"Energy, Power & Storage",San Francisco,27-Jul-20,stationa.com,https://blog.stationa.com/?ref=ctvc.co,https://www.ctvc.co//a-super-charged-ev-market/
Geltor,Series B,91000000,Cultivian Sandbox; SOSV; iSelect Fund; Other investors,Other,"San Leandro, CA",03-Aug-20,geltor.com,https://geltor.com/?ref=ctvc.co,https://www.ctvc.co//silicon-valley-stepping-up-to-climate/
ClimaCell,Series C,23000000,Pitango Growth; Square Peg Capital,Other,"Boston, MA",03-Aug-20,climacell.it,https://www.climacell.co/?ref=ctvc.co,https://www.ctvc.co//silicon-valley-stepping-up-to-climate/
Grubbly Farms,Seed,2900000,Overline; Oval Park Capital; Techstars; Create-X,"Food, Agriculture & Forestry","Atlanta, GA",03-Aug-20,grubblyfarms.com,https://grubblyfarms.com/?gclid=Cj0KCQjwgo_5BRDuARIsADDEntSIVURFTK89dDPPe9pIbqkQIBbRIcoH6QCcMjSt3woXhvfw1LOkCocaAtt4EALw_wcB&ref=ctvc.co,https://www.ctvc.co//silicon-valley-stepping-up-to-climate/
Epic CleanTec,Seed,2600000,Undisclosed group of investors including Elizabeth Cutler and Dr. Kathy Fields,"Waste, Plastic & Recycling","San Francisco, CA",03-Aug-20,epiccleantec.com,https://epiccleantec.com/?ref=ctvc.co,https://www.ctvc.co//silicon-valley-stepping-up-to-climate/
New Age Meats,Seed extension,2000000,TechU Ventures; Losa Group; ff Venture Capital; SOSV; Sand Hill Angels; Siddhi Capital,"Food, Agriculture & Forestry","Berkeley, CA",03-Aug-20,,https://www.newagemeats.com/?ref=ctvc.co,https://www.ctvc.co//silicon-valley-stepping-up-to-climate/
CORE-POWER,Series B,,Undisclosed,"Energy, Power & Storage","London, UK",03-Aug-20,corepoweryoga.com,https://corepower.sg/home?ref=ctvc.co,https://www.ctvc.co//silicon-valley-stepping-up-to-climate/
Charge,Undisclosed,,Meyer Equity,Transportation & Mobility,"NYC, NY",03-Aug-20,chargebee.com,https://www.charge.us/?ref=ctvc.co,https://www.ctvc.co//silicon-valley-stepping-up-to-climate/
Indigo Ag,Series F,535000000,Alaska Permanent Fund; Flagship Pioneering,"Food, Agriculture & Forestry","Boston, MA",10-Aug-20,indigoag.com,https://www.indigoag.com/?ref=ctvc.co,https://www.ctvc.co//protein-from-thin-air-and-beyond/
ChargePoint,Series H,127000000,American Electric Power; Chevron Technology Ventures; Clearvision; Quantum Energy Partners,Transportation & Mobility,"Campbell, CA",10-Aug-20,chargepoint.com,https://www.chargepoint.com/?ref=ctvc.co,https://www.ctvc.co//protein-from-thin-air-and-beyond/
TemperPack,Series C,31000000,Wheatsheaf Group; Revolution Growth; SJF Ventures; Tao Capital,Other,"Richmond, VA",10-Aug-20,temperpack.com,https://www.temperpack.com/?ref=ctvc.co,https://www.ctvc.co//protein-from-thin-air-and-beyond/
Palmetto,Series B,29000000,Evergy Ventures; Arctern Ventures; Shell Ventures; Greycroft; Lerer Hippeau; Box Group,"Energy, Power & Storage","Charleston, SC",10-Aug-20,palmettogba.com,https://www.palmetto.com/?ref=ctvc.co,https://www.ctvc.co//protein-from-thin-air-and-beyond/
AppHarvest,Series C,28000000,Narya; ValueAct Capital’s Spring Fund; Revolution’s Rise of the Rest Seed Fund; S2G Ventures,"Food, Agriculture & Forestry","Morehead, KY",10-Aug-20,appharvest.com,https://www.appharvest.com/?ref=ctvc.co,https://www.ctvc.co//protein-from-thin-air-and-beyond/
Ecoplant,Series A,8000000,Ecolab,"Energy, Power & Storage",Israel,10-Aug-20,ecoplant.co,http://www.ecoplant.co/?ref=ctvc.co,https://www.ctvc.co//protein-from-thin-air-and-beyond/
Bramble Energy,Undisclosed,5000000,IP Group; Parkwalk; UCL Technology Fund,"Energy, Power & Storage",UK,10-Aug-20,bramble-energy.com,https://www.brambleenergy.com/?ref=ctvc.co,https://www.ctvc.co//protein-from-thin-air-and-beyond/
Greyparrot,Undisclosed,1100000,360 Capital’s new fund A+360,"Waste, Plastic & Recycling",UK,10-Aug-20,greyparrot.ai,https://greyparrot.ai/?ref=ctvc.co,https://www.ctvc.co//protein-from-thin-air-and-beyond/
Impossible Foods,Undisclosed,200000000,Coatue; XN,"Food, Agriculture & Forestry","Redwood City, CA",17-Aug-20,impossiblefoods.com,https://impossiblefoods.com/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
Unfold,Undisclosed,30000000,Leaps by Bayer; Temasek,"Food, Agriculture & Forestry","Sacramento, CA",17-Aug-20,unfoldandbegin.com,https://unfold.ag/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
Natural Fiber Welding,Undisclosed,13000000,Ralph Lauren,"Waste, Plastic & Recycling","Peoria, IL",17-Aug-20,,https://news.crunchbase.com/news/klimas-new-climate-app-takes-flight-with-5-8m-seed/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
Root AI,Seed,7200000,PJC; Accomplice; First Round Capital; AgFunder; Outsiders Fund,"Food, Agriculture & Forestry","Woburn, MA",17-Aug-20,root-ai.com,https://root-ai.com/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
Klima,Seed,5800000,e.ventures; Holtzbrinck Ventures; 468 Capital,General Catalyst,Berlin,17-Aug-20,klimaworld.com,https://klima-neutral.com/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
The Demex Group,Seed,4200000,Anthemis; IA Capital Group,General Catalyst,D.C.,17-Aug-20,thedemexgroup.com,https://thedemexgroup.com/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
New Age Meats,Seed,2000000,TechU Ventures; ff Venture Capital; SOSV; Sand Hill Angels; Siddhi Capital,"Food, Agriculture & Forestry","Berkeley, CA",17-Aug-20,,https://www.newagemeats.com/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
Overstory,Undisclosed,1700000,Pale Blue Dot; Powerhouse Ventures; Techstars; Futuristic VC,"Energy, Power & Storage","Amsterdam, Netherlands",17-Aug-20,overstory.com,https://www.overstory.ai/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
The Bee Corp,Undisclosed,1000000,Elevate Ventures; THRIVE; IU Ventures; other angel investors,"Food, Agriculture & Forestry","Indianapolis, IN",17-Aug-20,beecorp.co.za,https://www.thebeecorp.com/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
Zap Energy,Series A,,Chevron,"Energy, Power & Storage","Seattle, WA",17-Aug-20,zapenergy.com,https://www.zapenergyinc.com/?ref=ctvc.co,https://www.ctvc.co//advancing-climate-tech-with-ai-and/
Checkerspot,Series B,36000000,Viking Global Investors; Cavallo Ventures; Builders VC; Breakout Ventures,Other,"Berkeley, CA",24-Aug-20,checkerspot.com,https://checkerspot.com/?ref=ctvc.co,https://www.ctvc.co//conversations-with-climate-investing/
Sendle,,13700000,King River Capital; Alberts Impact Capital; Marinya Capital,Transportation & Mobility,"Sydney, AU",24-Aug-20,sendle.com,https://www.sendle.com/en-us?ref=ctvc.co,https://www.ctvc.co//conversations-with-climate-investing/
PowerPollen,Series B,13000000,Ag Ventures Alliance; Iowa Corn Growers Association; other investors,"Food, Agriculture & Forestry","Ankeny, IA",24-Aug-20,powerpollen.com,https://powerpollen.com/?ref=ctvc.co,https://www.ctvc.co//conversations-with-climate-investing/
Xos Trucks,,20000000,Proeza Ventures; BUILD Capital Group,Transportation & Mobility,"Los Angeles, CA",24-Aug-20,xostrucks.com,https://xostrucks.com/?ref=ctvc.co,https://www.ctvc.co//conversations-with-climate-investing/
iFarm,Seed,4000000,Gagarin Capital; Matrix Capital; Impulse VC; other investors,"Food, Agriculture & Forestry","Helsinki, Finland",24-Aug-20,ifarmbrands.jp,https://ifarm.fi/?ref=ctvc.co,https://www.ctvc.co//conversations-with-climate-investing/
Persefoni,Seed,3500000,Rice Investment Group; Carnrite Ventures; other investors,General Catalyst,"Tempe, AZ",24-Aug-20,persefoni.com,https://persefoni.com/?ref=ctvc.co,https://www.ctvc.co//conversations-with-climate-investing/
EnergyX,Seed,1000000,BDC Capital,"Energy, Power & Storage","Toronto, CA",24-Aug-20,energyx.com,https://www.energyxsolutions.com/?ref=ctvc.co,https://www.ctvc.co//conversations-with-climate-investing/
Motiv Power Systems,Undisclosed,15000000,GMAG Holdings,Transportation & Mobility,"Foster City, CA",31-Aug-20,motivps.com,https://www.motivps.com/?ref=ctvc.co,https://www.ctvc.co//climate-negative-foods-from-friendly/
SparkMeter,Series A,12000000,Clean Energy Ventures; Breakthrough Energy Ventures; Goodwell Investments; Alitheia Capital; Total Energy Ventures; others,"Energy, Power & Storage","Washington, DC",31-Aug-20,sparkmeter.io,https://www.sparkmeter.io/?ref=ctvc.co,https://www.ctvc.co//climate-negative-foods-from-friendly/
EnerVenue,Seed,12000000,Energy Capital Partners,"Energy, Power & Storage","Fremont, CA",31-Aug-20,,https://enervenue.com/?ref=ctvc.co,https://www.ctvc.co//climate-negative-foods-from-friendly/
Zoomo,Undisclosed,11000000,The Australian Clean Energy Finance Corporation; Hana Ventures; Maniv Mobility; Contrarian Ventures,Transportation & Mobility,"Sydney, Australia",31-Aug-20,ridezoomo.com,https://www.ridezoomo.com/us?ref=ctvc.co,https://www.ctvc.co//climate-negative-foods-from-friendly/
Raptor Maps,Series A,5000000,Blue Bear Capital; Data Point Capital; Buoyant Ventures; Congruent Ventures; Powerhouse Ventures; Massachusetts Clean Energy Center; Y Combinator,"Energy, Power & Storage","Boston, MA",31-Aug-20,raptormaps.com,https://raptormaps.com/?ref=ctvc.co,https://www.ctvc.co//climate-negative-foods-from-friendly/
